orig_idx,grade,band,cluster,signal1_grade,signal2_normalised,bloom_weighted,result_bloom,pfr_bloom,learning_bloom,bloom_penalty,disparity,final_grade,difference,confirmed,confidence,flag_for_review,flags
1067,6.3,Pass,26,8.1,7.2,3.2,2.0,4.0,3.0,1.0,0.9,7.47,1.17,True,high,False,
1196,5.7,Pass,16,6.55,3.78,1.4,1.0,1.0,2.0,1.0,2.77,4.61,1.09,True,medium,False,high_disparity
1150,5.7,Pass,21,6.73,6.22,2.4,2.0,2.0,3.0,1.0,0.51,6.37,0.67,True,medium,False,small_cluster
1153,5.7,Pass,39,9.15,6.22,2.4,2.0,3.0,2.0,1.0,2.93,7.1,1.4,True,medium,False,high_disparity
1133,5.7,Pass,30,9.6,6.22,2.4,2.0,3.0,2.0,1.0,3.38,7.24,1.54,False,low,True,high_disparity|small_cluster
1245,5.0,Pass,37,9.0,5.06,1.8,1.0,2.0,2.0,0.95,3.94,6.11,1.11,True,medium,False,high_disparity
1109,6.0,Pass,4,7.56,6.48,2.6,3.0,2.0,3.0,1.0,1.08,6.8,0.8,True,medium,False,low_similarity
1167,5.7,Pass,4,7.83,6.22,2.4,2.0,2.0,3.0,1.0,1.61,6.7,1.0,True,high,False,
1094,6.0,Pass,1,6.31,7.2,3.2,2.0,3.0,4.0,1.0,0.89,6.93,0.93,True,high,False,
1065,6.3,Pass,6,7.81,6.22,2.4,2.0,2.0,3.0,1.0,1.59,6.7,0.4,True,high,False,
1176,5.7,Pass,10,8.0,6.74,2.8,2.0,3.0,3.0,1.0,1.26,7.12,1.42,True,high,False,
1208,5.7,Pass,7,7.28,5.06,1.8,1.0,2.0,2.0,1.0,2.22,5.73,0.03,True,medium,False,high_disparity
1168,5.7,Pass,17,5.83,6.22,2.4,2.0,2.0,3.0,1.0,0.39,6.1,0.4,True,high,False,
1131,5.7,Pass,17,5.71,5.06,1.8,1.0,2.0,2.0,1.0,0.65,5.25,0.45,True,high,False,
1193,5.7,Pass,17,5.75,6.48,2.6,3.0,2.0,3.0,1.0,0.73,6.26,0.56,True,high,False,
1017,6.67,Credit,28,8.32,5.96,2.2,1.0,2.0,3.0,1.0,2.36,6.67,0.0,True,medium,False,high_disparity
949,7.3,Credit,38,7.1,7.2,3.2,2.0,4.0,3.0,1.0,0.1,7.17,0.13,True,medium,False,low_similarity
943,7.33,Credit,0,9.0,7.2,3.2,2.0,4.0,3.0,0.925,1.8,7.54,0.21,True,high,False,
1023,6.5,Credit,1,6.56,5.7,2.0,2.0,2.0,2.0,1.0,0.86,5.96,0.54,True,high,False,
1003,6.9,Credit,25,8.37,6.48,2.6,3.0,2.0,3.0,1.0,1.89,7.05,0.15,True,medium,False,small_cluster
1007,6.9,Credit,6,7.5,6.74,2.8,2.0,3.0,3.0,1.0,0.76,6.97,0.07,True,high,False,
969,7.0,Credit,37,9.15,6.22,2.4,2.0,2.0,3.0,1.0,2.93,7.1,0.1,True,medium,False,high_disparity
984,7.0,Credit,16,6.24,5.7,2.0,2.0,2.0,2.0,1.0,0.54,5.86,1.14,True,high,False,
1035,6.5,Credit,1,6.61,7.8,3.8,1.0,5.0,4.0,1.0,1.19,7.44,0.94,True,high,False,
950,7.3,Credit,37,8.67,6.48,2.6,3.0,2.0,3.0,1.0,2.19,7.14,0.16,True,medium,False,high_disparity
1018,6.67,Credit,36,8.75,5.96,2.2,1.0,3.0,2.0,1.0,2.79,6.8,0.13,True,medium,False,high_disparity
1019,6.6,Credit,37,8.28,5.06,1.8,1.0,2.0,2.0,1.0,3.22,6.03,0.57,True,medium,False,high_disparity
939,7.43,Credit,0,8.69,5.7,2.0,2.0,2.0,2.0,1.0,2.99,6.6,0.83,True,medium,False,high_disparity
1020,6.5,Credit,0,8.64,5.06,1.8,1.0,2.0,2.0,0.95,3.58,6.0,0.5,True,medium,False,high_disparity
957,7.3,Credit,38,7.48,6.74,2.8,2.0,3.0,3.0,1.0,0.74,6.96,0.34,True,high,False,
1009,6.9,Credit,40,8.22,7.2,3.2,2.0,4.0,3.0,1.0,1.02,7.5,0.6,True,high,False,
995,7.0,Credit,0,8.77,7.2,3.2,2.0,4.0,3.0,1.0,1.57,7.67,0.67,True,high,False,
1011,6.67,Credit,43,8.75,5.06,1.8,1.0,2.0,2.0,1.0,3.69,6.17,0.5,True,medium,False,high_disparity
1047,6.5,Credit,0,8.5,7.4,3.4,3.0,4.0,3.0,1.0,1.1,7.73,1.23,True,high,False,
981,7.0,Credit,21,6.76,6.22,2.4,2.0,3.0,2.0,1.0,0.54,6.38,0.62,True,medium,False,small_cluster
951,7.3,Credit,17,5.84,6.74,2.8,2.0,3.0,3.0,1.0,0.9,6.47,0.83,True,high,False,
975,7.0,Credit,22,8.96,6.74,2.8,2.0,3.0,3.0,1.0,2.22,7.41,0.41,True,medium,False,high_disparity
1004,6.9,Credit,11,7.22,6.22,2.4,2.0,2.0,3.0,1.0,1.0,6.52,0.38,True,medium,False,small_cluster
965,7.0,Credit,33,9.41,5.96,2.2,1.0,2.0,3.0,0.675,3.45,6.08,0.92,True,medium,False,high_disparity
961,7.3,Credit,38,7.15,6.74,2.8,2.0,3.0,3.0,1.0,0.41,6.86,0.44,True,high,False,
970,7.0,Credit,1,6.67,7.6,3.6,2.0,3.0,5.0,1.0,0.93,7.32,0.32,True,high,False,
986,7.0,Credit,16,6.55,6.22,2.4,2.0,3.0,2.0,1.0,0.33,6.32,0.68,True,medium,False,low_similarity
1015,6.67,Credit,31,9.37,5.06,1.8,1.0,2.0,2.0,0.95,4.31,6.21,0.46,True,low,True,high_disparity|small_cluster
954,7.3,Credit,23,7.34,6.74,2.8,2.0,3.0,3.0,1.0,0.6,6.92,0.38,True,medium,False,small_cluster
983,7.0,Credit,16,6.21,6.74,2.8,2.0,3.0,3.0,1.0,0.53,6.58,0.42,True,high,False,
1028,6.5,Credit,6,8.12,6.22,2.4,2.0,2.0,3.0,1.0,1.9,6.79,0.29,True,medium,False,low_similarity
1029,6.5,Credit,10,8.07,5.7,2.0,2.0,2.0,2.0,1.0,2.37,6.41,0.09,True,medium,False,high_disparity
948,7.3,Credit,17,6.06,6.22,2.4,2.0,3.0,2.0,1.0,0.16,6.17,1.13,True,high,False,
972,7.0,Credit,6,8.03,7.2,3.2,2.0,3.0,4.0,1.0,0.83,7.45,0.45,True,high,False,
994,7.0,Credit,1,6.47,6.74,2.8,2.0,3.0,3.0,1.0,0.27,6.66,0.34,True,high,False,
1008,6.9,Credit,38,7.11,6.22,2.4,2.0,2.0,3.0,1.0,0.89,6.49,0.41,True,high,False,
967,7.0,Credit,0,9.04,6.74,2.8,2.0,3.0,3.0,0.825,2.3,6.96,0.04,True,medium,False,high_disparity
979,7.0,Credit,35,8.6,6.22,2.4,2.0,2.0,3.0,1.0,2.38,6.93,0.07,True,medium,False,high_disparity
944,7.33,Credit,27,8.65,5.96,2.2,1.0,3.0,2.0,1.0,2.69,6.77,0.56,True,medium,False,high_disparity
992,7.0,Credit,4,8.13,6.48,2.6,3.0,2.0,3.0,1.0,1.65,6.98,0.02,True,high,False,
867,8.33,Distinction,43,8.63,6.74,2.8,2.0,2.0,4.0,1.0,1.89,7.31,1.02,True,high,False,
898,8.0,Distinction,0,8.86,6.74,2.8,2.0,3.0,3.0,1.0,2.12,7.37,0.63,True,medium,False,high_disparity
873,8.33,Distinction,0,8.05,5.06,1.8,1.0,2.0,2.0,0.95,2.99,5.84,2.49,False,medium,False,high_disparity
863,8.47,Distinction,35,8.69,6.22,2.4,2.0,3.0,2.0,1.0,2.47,6.96,1.51,False,medium,False,high_disparity
908,8.0,Distinction,23,7.33,6.74,2.8,2.0,3.0,3.0,1.0,0.59,6.92,1.08,True,medium,False,small_cluster
910,8.0,Distinction,1,6.45,6.22,2.4,2.0,2.0,3.0,1.0,0.23,6.29,1.71,False,high,False,
928,7.67,Distinction,34,9.0,5.96,2.2,1.0,3.0,2.0,1.0,3.04,6.87,0.8,True,low,True,high_disparity|small_cluster
916,8.0,Distinction,4,8.93,6.22,2.4,2.0,2.0,3.0,1.0,2.71,7.03,0.97,True,medium,False,high_disparity
913,8.0,Distinction,25,8.27,6.22,2.4,2.0,2.0,3.0,1.0,2.05,6.84,1.16,True,low,True,high_disparity|small_cluster
891,8.0,Distinction,37,9.24,6.74,2.8,2.0,3.0,3.0,0.825,2.5,7.01,0.99,True,medium,False,high_disparity
930,7.67,Distinction,28,8.26,6.22,2.4,2.0,2.0,3.0,1.0,2.04,6.83,0.84,True,medium,False,high_disparity
933,7.5,Distinction,36,8.98,6.22,2.4,2.0,2.0,3.0,1.0,2.76,7.05,0.45,True,medium,False,high_disparity
881,8.3,Distinction,7,7.24,5.7,2.0,2.0,2.0,2.0,1.0,1.54,6.16,2.14,False,medium,False,low_similarity
875,8.33,Distinction,37,8.99,6.74,2.8,2.0,3.0,3.0,1.0,2.25,7.42,0.91,True,medium,False,high_disparity
921,7.9,Distinction,8,7.73,6.74,2.8,2.0,3.0,3.0,1.0,0.99,7.04,0.86,True,high,False,
896,8.0,Distinction,42,9.74,3.78,1.4,1.0,2.0,1.0,0.85,5.96,5.13,2.87,False,low,True,high_disparity|small_cluster
872,8.33,Distinction,37,9.04,6.74,2.8,2.0,3.0,3.0,1.0,2.3,7.43,0.9,True,medium,False,high_disparity
868,8.33,Distinction,36,9.72,5.06,1.8,1.0,2.0,2.0,0.575,4.66,5.22,3.11,False,medium,False,high_disparity
897,8.0,Distinction,5,9.65,6.48,2.6,1.0,3.0,3.0,0.775,3.17,6.78,1.22,True,medium,False,high_disparity
885,8.0,Distinction,36,8.81,6.74,2.8,2.0,3.0,3.0,1.0,2.07,7.36,0.64,True,medium,False,high_disparity
893,8.0,Distinction,36,8.63,7.2,3.2,2.0,4.0,3.0,1.0,1.43,7.63,0.37,True,high,False,
903,8.0,Distinction,17,6.1,6.74,2.8,2.0,3.0,3.0,1.0,0.64,6.55,1.45,True,high,False,
902,8.0,Distinction,17,6.36,7.4,3.4,3.0,4.0,3.0,1.0,1.04,7.09,0.91,True,medium,False,low_similarity
879,8.3,Distinction,3,7.02,6.74,2.8,2.0,3.0,3.0,1.0,0.28,6.83,1.47,True,low,True,low_similarity|small_cluster
927,7.67,Distinction,44,9.6,4.42,1.6,2.0,2.0,1.0,0.9,5.18,5.69,1.98,False,low,True,high_disparity|small_cluster
917,8.0,Distinction,8,7.91,6.74,2.8,2.0,3.0,3.0,1.0,1.17,7.09,0.91,True,high,False,
894,8.0,Distinction,0,8.56,5.06,1.8,1.0,2.0,2.0,0.95,3.5,5.98,2.02,False,medium,False,high_disparity
870,8.33,Distinction,0,8.64,6.74,2.8,2.0,3.0,3.0,0.825,1.9,6.86,1.47,True,high,False,
925,7.9,Distinction,38,7.38,6.74,2.8,2.0,3.0,3.0,1.0,0.64,6.93,0.97,True,high,False,
907,8.0,Distinction,8,7.4,6.22,2.4,2.0,2.0,3.0,1.0,1.18,6.57,1.43,True,medium,False,low_similarity
935,7.5,Distinction,17,5.76,7.0,3.0,3.0,3.0,3.0,1.0,1.24,6.63,0.87,True,high,False,
912,8.0,Distinction,37,9.36,6.74,2.8,2.0,3.0,3.0,0.825,2.62,7.04,0.96,True,medium,False,high_disparity
938,7.5,Distinction,38,7.57,6.74,2.8,2.0,3.0,3.0,1.0,0.83,6.99,0.51,True,high,False,
882,8.3,Distinction,25,8.57,6.74,2.8,2.0,3.0,3.0,1.0,1.83,7.29,1.01,True,low,True,low_similarity|small_cluster
926,7.83,Distinction,32,9.17,5.06,1.8,1.0,2.0,2.0,0.95,4.11,6.16,1.67,False,medium,False,high_disparity
888,8.0,Distinction,43,8.61,7.2,3.2,2.0,4.0,3.0,1.0,1.41,7.62,0.38,True,high,False,
905,8.0,Distinction,17,5.9,7.2,3.2,2.0,4.0,3.0,1.0,1.3,6.81,1.19,True,high,False,
876,8.33,Distinction,36,9.17,3.78,1.4,1.0,1.0,2.0,1.0,5.39,5.4,2.93,False,low,True,high_disparity|low_similarity
918,8.0,Distinction,25,8.39,7.4,3.4,3.0,4.0,3.0,1.0,0.99,7.7,0.3,True,medium,False,small_cluster
866,8.33,Distinction,36,9.02,7.2,3.2,2.0,4.0,3.0,1.0,1.82,7.75,0.58,True,high,False,
715,9.67,HD,33,9.27,7.2,3.2,2.0,4.0,3.0,1.0,2.07,7.82,1.85,False,low,True,high_disparity|low_similarity
605,10.0,HD,0,9.25,4.42,1.6,2.0,1.0,2.0,0.9,4.83,5.59,4.41,False,medium,False,high_disparity
120,10.0,HD,10,7.68,5.06,1.8,1.0,2.0,2.0,1.0,2.62,5.85,4.15,False,medium,False,high_disparity
208,10.0,HD,22,8.97,5.7,2.0,2.0,2.0,2.0,1.0,3.27,6.68,3.32,False,medium,False,high_disparity
380,10.0,HD,20,9.98,5.96,2.2,1.0,2.0,3.0,0.675,4.02,6.19,3.81,False,medium,False,high_disparity
817,9.0,HD,0,8.36,6.74,2.8,2.0,3.0,3.0,1.0,1.62,7.23,1.77,False,high,False,
575,10.0,HD,7,6.94,6.22,2.4,2.0,2.0,3.0,1.0,0.72,6.44,3.56,False,high,False,
266,10.0,HD,22,8.54,6.22,2.4,2.0,2.0,3.0,1.0,2.32,6.91,3.09,False,medium,False,high_disparity
557,10.0,HD,2,10.0,6.74,2.8,2.0,3.0,3.0,1.0,3.26,7.72,2.28,False,medium,False,high_disparity
826,9.0,HD,32,9.12,6.22,2.4,2.0,2.0,3.0,1.0,2.9,7.09,1.91,False,medium,False,high_disparity
580,10.0,HD,5,10.0,6.74,2.8,2.0,3.0,3.0,1.0,3.26,7.72,2.28,False,low,True,high_disparity|low_similarity
327,10.0,HD,5,9.57,6.22,2.4,2.0,2.0,3.0,0.725,3.35,6.43,3.57,False,medium,False,high_disparity
623,10.0,HD,0,9.74,5.06,1.8,1.0,2.0,2.0,0.95,4.68,6.32,3.68,False,medium,False,high_disparity
365,10.0,HD,26,7.86,6.22,2.4,2.0,2.0,3.0,1.0,1.64,6.71,3.29,False,high,False,
765,9.33,HD,37,9.04,6.22,2.4,2.0,3.0,2.0,0.725,2.82,6.32,3.01,False,medium,False,high_disparity
198,10.0,HD,42,9.53,7.4,3.4,3.0,4.0,3.0,1.0,2.13,8.04,1.96,False,low,True,high_disparity|small_cluster
456,10.0,HD,18,9.56,6.22,2.4,2.0,2.0,3.0,0.725,3.34,6.43,3.57,False,medium,False,high_disparity
465,10.0,HD,15,9.98,6.74,2.8,2.0,3.0,3.0,1.0,3.24,7.71,2.29,False,low,True,high_disparity|small_cluster
311,10.0,HD,22,8.81,7.2,3.2,2.0,4.0,3.0,1.0,1.61,7.68,2.32,False,high,False,
331,10.0,HD,15,9.98,5.7,2.0,2.0,2.0,2.0,1.0,4.28,6.98,3.02,False,low,True,high_disparity|low_similarity|small_cluster
393,10.0,HD,26,8.09,7.2,3.2,2.0,3.0,4.0,1.0,0.89,7.47,2.53,False,high,False,
634,10.0,HD,19,9.9,6.22,2.4,2.0,2.0,3.0,0.725,3.68,6.51,3.49,False,low,True,high_disparity|small_cluster
789,9.33,HD,4,7.99,6.22,2.4,2.0,2.0,3.0,1.0,1.77,6.75,2.58,False,high,False,
744,9.5,HD,0,9.52,5.7,2.0,2.0,2.0,2.0,0.625,3.82,5.77,3.73,False,medium,False,high_disparity
852,8.67,HD,18,9.44,5.7,2.0,2.0,2.0,2.0,1.0,3.74,6.82,1.85,False,medium,False,high_disparity
137,10.0,HD,5,10.0,5.96,2.2,1.0,2.0,3.0,0.675,4.04,6.2,3.8,False,medium,False,high_disparity
810,9.0,HD,36,9.02,5.96,2.2,3.0,2.0,2.0,1.0,3.06,6.88,2.12,False,medium,False,high_disparity
440,10.0,HD,22,8.82,6.74,2.8,2.0,3.0,3.0,1.0,2.08,7.36,2.64,False,medium,False,high_disparity
861,8.5,HD,29,7.8,6.22,2.4,2.0,2.0,3.0,1.0,1.58,6.69,1.81,False,medium,False,low_similarity
432,10.0,HD,0,7.66,7.2,3.2,2.0,4.0,3.0,1.0,0.46,7.34,2.66,False,high,False,
296,10.0,HD,44,9.48,6.22,2.4,2.0,3.0,2.0,1.0,3.26,7.2,2.8,False,low,True,high_disparity|small_cluster
521,10.0,HD,12,10.0,5.06,1.8,1.0,2.0,2.0,0.575,4.94,5.27,4.73,False,medium,False,high_disparity
675,10.0,HD,0,9.34,5.06,1.8,1.0,2.0,2.0,0.575,4.28,5.15,4.85,False,medium,False,high_disparity
292,10.0,HD,36,9.32,7.2,3.2,2.0,4.0,3.0,1.0,2.12,7.84,2.16,False,medium,False,high_disparity
136,10.0,HD,30,9.19,6.74,2.8,2.0,3.0,3.0,1.0,2.45,7.48,2.52,False,low,True,high_disparity|small_cluster
528,10.0,HD,20,10.0,6.22,2.4,2.0,2.0,3.0,0.725,3.78,6.53,3.47,False,medium,False,high_disparity
658,10.0,HD,2,10.0,6.74,2.8,2.0,3.0,3.0,0.825,3.26,7.19,2.81,False,medium,False,high_disparity
96,10.0,HD,22,8.78,6.22,2.4,2.0,3.0,2.0,0.725,2.56,6.26,3.74,False,medium,False,high_disparity
290,10.0,HD,0,8.64,6.22,2.4,2.0,3.0,2.0,1.0,2.42,6.95,3.05,False,medium,False,high_disparity
693,10.0,HD,0,9.34,6.74,2.8,2.0,3.0,3.0,1.0,2.6,7.52,2.48,False,medium,False,high_disparity
